,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
4213,1,0,0,0,0.07042253521126761,1,0,0,0,0,1,0,0,1,0.32388059701492533,0.031069697669051464,1,0,0,1,0,0,1,0,0,0
4505,1,0,1,0,1.0,1,1,0,0,0,0,0,0,1,0.0771144278606965,0.2027694438033695,0,0,1,0,0,1,0,0,0,1
1733,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.007960199004975133,2.8848372951765545e-05,0,0,1,1,0,0,0,0,0,1
2072,0,0,0,1,0.5352112676056339,1,0,0,0,0,0,0,0,0,0.010945273631840807,0.08774521117009002,0,0,1,0,1,0,1,0,0,0
3794,0,0,1,0,0.09859154929577466,1,0,0,1,1,0,0,0,1,0.36318407960199006,0.04927879067620587,1,0,0,1,0,0,0,0,0,1
3775,0,1,0,0,0.5633802816901409,1,1,0,0,1,0,1,1,1,0.7975124378109453,0.48106969766905144,0,1,0,1,0,0,0,0,1,0
2445,1,0,1,1,0.36619718309859156,1,0,1,0,0,0,0,0,0,0.5587064676616916,0.22542695591968614,0,1,0,1,0,0,0,0,0,1
3048,1,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.2606965174129353,0.007373644126471267,1,0,0,1,0,0,0,0,1,0
3416,0,0,0,1,0.15492957746478872,1,0,1,0,0,0,1,1,1,0.5134328358208955,0.09447265174244174,1,0,0,1,0,0,0,0,0,1
250,1,0,1,0,0.7042253521126761,1,0,1,1,1,0,1,0,1,0.7487562189054726,0.5308966074313409,0,1,0,0,1,0,0,0,1,0
5083,1,0,1,1,0.5492957746478874,1,0,1,1,0,1,0,1,1,0.5283582089552238,0.32637895222709434,1,0,0,1,0,0,0,0,0,1
5983,1,0,0,0,0.295774647887324,0,0,0,1,0,0,1,1,1,0.31940298507462683,0.12463074082621739,1,0,0,1,0,0,0,0,1,0
3755,0,0,0,0,0.04225352112676056,1,1,0,0,0,0,0,0,1,0.5751243781094527,0.03462958689129933,0,1,0,1,0,0,0,0,1,0
6316,0,0,1,1,0.8732394366197184,1,1,0,0,0,0,0,0,0,0.06965174129353235,0.17935033464112624,0,0,1,0,0,1,0,0,0,1
579,0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.013930348258706454,0.002307869836141241,0,0,1,1,0,0,0,0,0,1
1415,0,0,0,0,0.8873239436619719,1,0,1,1,0,0,1,1,1,0.8164179104477611,0.7598661435495039,0,1,0,0,1,0,0,1,0,0
5297,1,0,1,1,0.7464788732394366,1,0,0,0,0,0,0,0,1,0.020895522388059695,0.12388068312947151,0,0,1,0,0,1,1,0,0,0
4087,1,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.026368159203980085,0.026332794830371566,0,0,1,1,0,0,0,0,0,1
2955,0,0,0,0,0.08450704225352114,1,1,0,0,0,0,1,1,1,0.7522388059701491,0.0711747057465959,0,1,0,1,0,0,0,0,1,0
362,0,0,1,0,0.8028169014084507,1,0,0,0,1,0,0,0,0,0.3189054726368159,0.3299965381952458,1,0,0,0,1,0,0,1,0,0
1125,0,1,1,0,0.5352112676056339,1,1,0,1,1,0,1,1,1,0.8696517412935324,0.49226863604892684,0,1,0,1,0,0,0,0,1,0
3160,1,0,1,1,0.9577464788732395,0,0,1,1,1,1,0,0,0,0.27860696517412936,0.3580198476805908,1,0,0,0,0,1,1,0,0,0
5057,0,0,0,0,0.11267605633802817,1,1,0,0,0,0,0,0,1,0.5731343283582089,0.08145049619201478,0,1,0,1,0,0,0,0,1,0
405,0,0,0,0,1.0,1,0,0,0,0,0,0,0,1,0.015422885572139305,0.16731479344564967,0,0,1,0,0,1,0,1,0,0
2241,1,0,1,1,0.7746478873239437,1,1,0,0,0,0,0,0,1,0.06666666666666665,0.16733210246942073,0,0,1,0,0,1,0,1,0,0
207,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0.6134328358208956,0.007050542349411494,0,1,0,1,0,0,0,0,1,0
2987,1,0,1,1,0.4507042253521127,1,0,0,0,0,0,0,0,0,0.01840796019900498,0.0751846295868913,0,0,1,0,0,1,0,0,0,1
3101,1,0,0,0,0.8028169014084507,1,1,1,0,0,0,0,0,1,0.6124378109452736,0.5201996307408262,0,1,0,1,0,0,1,0,0,0
3587,0,1,0,0,0.11267605633802817,1,1,0,1,0,0,1,1,1,0.8079601990049752,0.10392337872144011,0,1,0,1,0,0,0,1,0,0
4301,0,0,1,1,0.9154929577464789,1,0,0,0,0,0,0,0,1,0.014925373134328346,0.1529771520886222,0,0,1,0,0,1,0,0,0,1
6663,1,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0.3621890547263681,0.004136856681283175,1,0,0,1,0,0,0,0,1,0
5631,0,0,1,0,0.02816901408450704,0,0,0,0,0,0,0,0,0,0.06716417910447761,0.0068601430879298405,1,0,0,1,0,0,0,0,0,1
6557,1,0,0,0,0.4507042253521127,1,1,0,1,0,0,1,1,1,0.8134328358208955,0.38100623124855754,0,1,0,1,0,0,0,0,1,0
5945,1,1,1,1,0.7887323943661972,1,0,0,1,1,1,1,0,1,0.7666666666666666,0.640278098315255,0,1,0,1,0,0,0,1,0,0
3524,1,1,0,0,0.14084507042253522,1,1,0,0,0,0,0,1,1,0.6621890547263681,0.10247519039926149,0,1,0,1,0,0,0,1,0,0
2907,0,0,1,0,0.26760563380281693,1,0,0,0,0,0,1,1,1,0.7039800995024875,0.2078986845141934,0,1,0,1,0,0,0,0,0,1
106,1,0,1,1,1.0,1,1,1,1,0,0,1,1,1,0.854726368159204,0.840555042695592,0,1,0,0,1,0,0,0,1,0
3523,1,0,1,0,1.0,1,1,1,1,1,1,1,1,0,0.9338308457711443,0.9170493884144935,0,1,0,0,0,1,0,1,0,0
6387,1,0,1,0,0.47887323943661975,1,0,0,1,0,1,0,0,0,0.38407960199004976,0.21258942995615046,1,0,0,1,0,0,0,0,1,0
4779,1,0,1,0,0.25352112676056343,1,0,0,0,1,0,1,1,1,0.781592039800995,0.1989672282483268,0,1,0,1,0,0,0,0,1,0
6247,0,0,0,0,0.8309859154929577,1,1,0,0,1,0,1,0,1,0.7094527363184079,0.6014770366951304,0,1,0,0,0,1,0,0,1,0
3522,0,0,1,1,0.5070422535211268,1,0,0,0,0,0,0,0,0,0.015422885572139305,0.07595776598199862,0,0,1,0,1,0,0,1,0,0
5470,1,1,1,0,0.9859154929577465,1,0,0,1,1,0,0,1,0,0.708457711442786,0.7404165705054235,0,1,0,0,0,1,0,1,0,0
5670,1,0,1,1,0.22535211267605634,1,1,0,0,0,0,0,0,0,0.05820895522388059,0.045130394645741985,0,0,1,1,0,0,0,0,0,1
5384,1,0,0,0,0.04225352112676056,1,1,0,0,0,1,1,0,1,0.4592039800995025,0.02702515578121394,1,0,0,1,0,0,0,0,0,1
5875,1,0,1,0,0.9014084507042254,1,0,1,1,1,0,0,1,0,0.5248756218905473,0.5039695361181629,1,0,0,0,0,1,1,0,0,0
261,0,1,0,0,0.16901408450704225,1,1,0,1,1,0,1,1,1,0.882089552238806,0.15526194322640202,0,1,0,1,0,0,0,0,1,0
4820,1,0,1,0,0.8028169014084507,1,1,1,0,1,1,1,1,1,0.6572139303482587,0.5651511654742672,1,0,0,0,0,1,0,0,1,0
6875,1,0,1,0,0.8873239436619719,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.13729517655204246,0,0,1,0,0,1,0,1,0,0
2671,0,0,0,0,0.8732394366197184,1,1,0,1,0,1,1,1,0,0.8671641791044776,0.7724901915531964,0,1,0,1,0,0,0,0,1,0
5048,1,1,1,0,0.7464788732394366,1,0,0,0,1,1,1,1,1,0.8044776119402984,0.6252365566582045,0,1,0,0,1,0,0,0,1,0
6888,1,0,1,1,0.02816901408450704,1,0,0,0,0,0,1,0,1,0.6213930348258706,0.025461573967228247,0,1,0,1,0,0,0,0,1,0
3636,1,0,0,1,0.14084507042253522,1,0,0,0,0,0,0,0,0,0.014427860696517386,0.022778675282714055,0,0,1,1,0,0,0,1,0,0
1188,1,0,0,0,0.47887323943661975,1,0,0,0,1,1,1,1,1,0.8059701492537313,0.4054004154165705,0,1,0,0,1,0,0,0,1,0
4716,1,0,1,0,0.9154929577464789,1,1,1,1,1,0,0,0,0,0.48407960199004973,0.5021290099238402,1,0,0,0,0,1,1,0,0,0
787,1,0,1,0,0.46478873239436624,1,1,1,0,0,1,0,0,1,0.4238805970149254,0.22903300253865683,1,0,0,1,0,0,1,0,0,0
1093,1,0,1,1,0.9859154929577465,1,1,1,0,1,1,0,1,0,0.817910447761194,0.8240133856450496,0,1,0,0,0,1,0,0,1,0
5899,0,1,0,0,0.9295774647887325,1,1,0,0,0,0,0,0,1,0.5716417910447761,0.5818197553657974,0,1,0,1,0,0,0,0,0,1
6930,1,0,1,0,0.02816901408450704,1,1,0,0,0,0,0,0,1,0.5661691542288557,0.02284214170320794,0,1,0,1,0,0,0,1,0,0
6483,0,0,1,1,0.16901408450704225,1,0,0,0,1,0,1,1,0,0.7835820895522387,0.15181744749596124,0,1,0,1,0,0,0,0,1,0
3366,0,0,1,0,0.4225352112676057,1,0,0,0,1,0,1,1,1,0.7517412935323382,0.3370643895684283,0,1,0,0,1,0,0,0,1,0
4161,0,1,0,0,0.014084507042253521,1,0,0,0,1,0,0,0,0,0.3154228855721393,0.010189245326563581,1,0,0,1,0,0,0,0,0,1
5930,1,0,0,0,1.0,1,1,1,0,0,1,0,0,1,0.6611940298507463,0.7115566582044772,0,1,0,0,0,1,1,0,0,0
5201,0,0,0,0,0.11267605633802817,1,0,0,0,0,0,0,0,1,0.01641791044776117,0.01682437110546965,0,0,1,0,1,0,0,0,1,0
1174,1,0,0,0,0.18309859154929578,1,1,0,1,0,0,0,0,1,0.35820895522388063,0.08705285021924765,1,0,0,0,1,0,0,0,0,1
3399,1,0,0,0,0.5774647887323944,1,1,0,0,1,1,1,1,1,0.5990049751243781,0.38709900761597044,1,0,0,0,0,1,0,1,0,0
3843,0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0.5233830845771144,0.006006231248557581,0,1,0,1,0,0,0,0,0,1
609,1,1,1,0,0.9014084507042254,1,1,1,0,1,0,1,1,0,0.8656716417910447,0.7809369951534733,0,1,0,1,0,0,1,0,0,0
3237,0,0,1,1,0.9014084507042254,1,0,0,0,0,0,0,0,1,0.015920398009950265,0.14403992614816524,0,0,1,0,0,1,0,1,0,0
4921,1,0,1,1,0.5352112676056339,1,1,0,0,0,1,1,1,1,0.8129353233830846,0.4325640433879529,0,1,0,1,0,0,0,1,0,0
1902,0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.7199004975124377,0.7411781675513501,1,0,0,0,0,1,0,1,0,0
3977,0,0,1,0,0.8732394366197184,1,0,1,1,1,1,1,1,1,0.9139303482587063,0.7716247403646435,0,1,0,0,0,1,0,1,0,0
3766,1,1,0,0,0.0,1,0,1,0,1,0,0,0,1,0.37363184079601985,0.004269559196861296,1,0,0,1,0,0,0,0,1,0
4769,0,0,1,1,0.47887323943661975,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.07468266789753059,0,0,1,0,1,0,0,0,1,0
6424,1,0,1,0,1.0,0,0,0,1,1,0,1,1,1,0.3577114427860697,0.4521867066697438,1,0,0,0,0,1,0,0,1,0
3746,1,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0.5044776119402985,0.005786983614124165,0,1,0,1,0,0,0,0,1,0
3749,0,1,0,0,0.014084507042253521,1,1,0,0,0,0,1,1,1,0.7522388059701491,0.020534271867066696,0,1,0,1,0,0,0,0,1,0
5151,1,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.020895522388059695,0.001880913916455112,0,0,1,1,0,0,0,1,0,0
788,1,0,1,1,0.323943661971831,1,1,1,1,0,0,1,1,0,0.5985074626865672,0.20927763674128783,1,0,0,0,1,0,0,0,1,0
5374,1,0,0,0,0.1267605633802817,1,1,0,0,0,0,0,0,1,0.5621890547263682,0.09010500807754443,0,1,0,1,0,0,0,0,1,0
3735,1,0,1,0,0.014084507042253521,1,1,0,0,0,0,1,0,1,0.6547263681592039,0.013299099930763905,0,1,0,1,0,0,0,0,1,0
1172,1,1,1,1,0.4366197183098592,1,1,0,1,0,0,1,1,1,0.8174129353233831,0.36912647126702053,0,1,0,1,0,0,0,0,1,0
4113,0,0,0,0,0.49295774647887325,1,0,0,0,0,0,0,0,1,0.020895522388059695,0.0781271636279714,0,0,1,0,1,0,0,1,0,0
6573,1,0,1,1,0.619718309859155,0,0,0,1,1,1,0,1,0,0.32587064676616917,0.2591391645511193,1,0,0,0,1,0,1,0,0,0
6288,0,0,0,0,0.014084507042253521,1,1,0,1,0,0,0,0,1,0.608955223880597,0.014579967689822296,0,1,0,1,0,0,0,0,1,0
3447,0,0,0,0,0.5352112676056339,1,1,0,1,0,0,0,0,0,0.6283582089552239,0.368676436648973,0,1,0,0,1,0,0,1,0,0
1906,0,0,0,0,0.5492957746478874,0,0,0,1,0,1,0,0,0,0.17661691542288555,0.1574082621740134,1,0,0,0,1,0,0,1,0,0
386,1,1,1,0,0.7605633802816901,1,1,0,1,1,0,0,0,1,0.6686567164179105,0.5603392568659128,0,1,0,1,0,0,0,0,1,0
2644,0,0,0,0,0.23943661971830985,0,0,0,1,1,0,0,0,1,0.15174129353233828,0.06706669743826449,1,0,0,1,0,0,0,1,0,0
6973,1,1,1,0,0.7323943661971831,1,0,0,1,1,1,1,0,1,0.753731343283582,0.5599642280175398,0,1,0,0,1,0,0,0,1,0
1839,1,0,0,0,0.04225352112676056,1,1,0,0,0,0,0,0,1,0.07014925373134329,0.011325871220863145,0,0,1,0,0,1,0,1,0,0
1441,1,1,1,0,0.8028169014084507,1,1,0,1,0,0,1,1,1,0.7915422885572139,0.6277405954304177,0,1,0,0,1,0,1,0,0,0
3498,0,0,0,0,0.5915492957746479,1,0,1,0,0,0,0,0,1,0.5666666666666667,0.366928225248096,0,1,0,1,0,0,0,0,1,0
2446,1,0,0,0,0.23943661971830985,1,1,0,1,0,0,1,0,1,0.7139303482587065,0.1740768520655435,0,1,0,1,0,0,0,1,0,0
2256,1,0,0,1,0.19718309859154928,1,0,1,1,1,1,0,0,0,0.47114427860696506,0.11437802907915995,1,0,0,0,1,0,0,1,0,0
7009,0,0,0,0,0.3098591549295775,1,1,0,0,1,0,0,0,1,0.6243781094527363,0.21905146549734594,0,1,0,1,0,0,0,0,1,0
2225,0,0,0,0,0.4507042253521127,0,0,0,1,0,0,1,0,1,0.20746268656716416,0.1488806831294715,1,0,0,0,1,0,0,0,1,0
903,1,0,1,0,0.7746478873239437,1,0,1,1,1,0,1,1,1,0.8691542288557214,0.6981133164089545,0,1,0,0,1,0,0,1,0,0
1615,1,0,1,0,0.676056338028169,1,0,0,0,0,0,0,0,1,0.01791044776119402,0.10435033464112625,0,0,1,0,1,0,1,0,0,0
6442,1,0,1,1,0.9295774647887325,1,0,0,1,0,0,0,0,0,0.32139303482587056,0.3938322178629125,1,0,0,0,1,0,0,1,0,0
6081,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0.3139303482587064,0.003577198246018924,1,0,0,1,0,0,0,1,0,0
4856,1,0,1,1,0.4225352112676057,1,1,0,1,0,0,0,1,1,0.7253731343283583,0.34348603738749134,0,1,0,1,0,0,0,0,1,0
1725,1,1,0,0,0.22535211267605634,1,1,0,0,0,0,1,1,1,0.7557213930348259,0.18340064620355415,0,1,0,1,0,0,0,0,1,0
225,0,0,0,0,0.323943661971831,0,0,1,0,0,0,1,1,1,0.3218905472636816,0.1465439649203785,1,0,0,0,1,0,0,0,0,1
6682,0,0,1,0,0.9577464788732395,1,1,0,1,0,1,1,0,1,0.7383084577114428,0.7433360258481422,0,1,0,0,0,1,0,0,0,1
1436,1,0,0,0,0.014084507042253521,1,1,0,0,1,0,1,0,1,0.7278606965174129,0.02017078236787445,0,1,0,1,0,0,0,0,1,0
3469,1,1,0,0,0.19718309859154928,1,0,0,0,0,0,1,1,1,0.7288557213930348,0.15941610893145627,0,1,0,1,0,0,0,0,1,0
4621,1,0,0,0,0.07042253521126761,1,0,1,0,0,0,0,0,1,0.31044776119402984,0.03413339487652897,1,0,0,1,0,0,0,0,1,0
2244,1,0,0,0,0.46478873239436624,1,1,1,1,0,1,0,0,1,0.4592039800995025,0.23885875836602816,1,0,0,0,1,0,0,0,0,1
6073,1,0,1,1,0.8873239436619719,1,1,0,0,0,0,0,0,0,0.06616915422885569,0.1819409185321948,0,0,1,0,1,0,0,0,0,1
6194,1,0,1,1,0.943661971830986,1,1,0,1,0,1,0,0,1,0.6507462686567165,0.6594276482806369,0,1,0,0,1,0,1,0,0,0
5516,0,0,0,0,0.04225352112676056,1,1,0,0,0,0,0,0,0,0.33333333333333337,0.021036233556427416,1,0,0,1,0,0,0,1,0,0
3044,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.27014925373134324,0.003069466882067851,1,0,0,1,0,0,0,0,0,1
1924,1,1,1,1,0.295774647887324,1,1,0,0,0,0,1,0,0,0.6676616915422885,0.22418647588276022,0,1,0,1,0,0,1,0,0,0
4420,0,0,0,0,0.36619718309859156,1,0,1,0,1,1,1,0,0,0.508457711442786,0.220228479113778,1,0,0,0,1,0,0,1,0,0
581,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0.5676616915422885,0.006519732287099007,0,1,0,1,0,0,0,0,0,1
6390,0,0,1,1,0.971830985915493,1,0,0,1,1,1,1,1,1,0.8746268656716417,0.8604084929609971,0,1,0,0,1,0,0,0,1,0
3424,0,0,0,0,0.1267605633802817,1,0,0,0,0,0,1,1,1,0.708955223880597,0.09742672513270252,0,1,0,1,0,0,0,0,1,0
1116,1,0,0,0,0.5211267605633804,1,1,0,0,0,0,0,0,1,0.05970149253731341,0.1033464112624048,0,0,1,0,1,0,0,0,1,0
2074,1,1,0,0,0.5915492957746479,1,0,1,1,0,1,1,1,1,0.8945273631840797,0.5287214401107777,0,1,0,1,0,0,0,1,0,0
2483,0,1,1,1,0.6338028169014085,1,1,1,1,1,0,1,0,1,0.8203980099502487,0.5218555273482576,0,1,0,1,0,0,0,0,1,0
372,0,0,0,1,0.323943661971831,0,0,1,0,0,1,0,0,0,0.17412935323383083,0.09369951534733441,1,0,0,0,0,1,0,0,0,1
5724,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5283582089552238,0.006063927994461112,0,1,0,1,0,0,0,0,0,1
5811,0,0,1,0,0.8450704225352113,1,1,0,1,1,0,1,1,0,0.6233830845771144,0.5670090006923609,1,0,0,0,0,1,1,0,0,0
5035,0,0,0,0,0.26760563380281693,1,0,0,0,0,0,1,0,0,0.6024875621890546,0.18722594045695823,0,1,0,1,0,0,0,0,1,0
2848,0,0,1,1,0.323943661971831,1,0,1,0,1,0,0,0,1,0.37810945273631835,0.16564158781444727,1,0,0,0,1,0,0,1,0,0
5049,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.019402985074626844,0.0001615508885298867,0,0,1,1,0,0,1,0,0,0
6128,1,0,1,0,0.18309859154929578,1,0,0,0,0,0,0,1,1,0.5955223880597014,0.12734825755827373,0,1,0,1,0,0,0,0,1,0
3856,0,0,1,0,0.8450704225352113,1,1,0,1,1,1,1,1,1,0.953731343283582,0.820834294945765,0,1,0,1,0,0,0,0,1,0
5771,1,0,0,0,0.15492957746478872,1,0,0,0,0,0,0,0,0,0.021393034825870627,0.028594507269789987,0,0,1,1,0,0,0,0,0,1
4529,0,1,0,0,0.11267605633802817,1,0,0,0,0,1,0,0,0,0.3079601990049751,0.04951534733441034,1,0,0,1,0,0,0,0,0,1
6940,1,0,1,1,1.0,0,0,1,1,1,1,0,1,0,0.37213930348258706,0.4455631202400185,1,0,0,0,0,1,0,1,0,0
2470,1,0,1,0,0.9295774647887325,1,1,0,0,0,0,0,0,1,0.06965174129353235,0.1978248326794369,0,0,1,0,0,1,0,1,0,0
2857,1,0,1,1,0.647887323943662,1,0,0,1,0,1,0,1,0,0.45323383084577107,0.34484768059081466,1,0,0,0,0,1,1,0,0,0
3870,1,0,1,0,0.943661971830986,0,0,1,0,1,0,1,1,1,0.3597014925373134,0.42751557812139396,1,0,0,0,1,0,0,0,1,0
4334,1,0,0,0,0.14084507042253522,1,0,1,0,0,0,0,0,0,0.5786069651741294,0.09461112393261022,0,1,0,1,0,0,0,0,1,0
1002,0,0,1,1,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.5104477611940298,0.03070620816985922,0,1,0,1,0,0,0,0,0,1
4497,0,1,1,0,0.8309859154929577,1,0,0,1,1,0,1,1,1,0.7930348258706468,0.6748442187860605,0,1,0,0,1,0,0,0,1,0
7002,1,0,1,0,0.8873239436619719,1,1,0,1,0,1,1,1,1,0.8671641791044776,0.7819005308100623,0,1,0,0,0,1,1,0,0,0
2850,0,1,1,0,0.8309859154929577,1,1,0,0,0,1,1,1,1,0.8034825870646766,0.6922570966997461,0,1,0,1,0,0,0,0,1,0
4576,0,0,1,1,0.2112676056338028,1,0,0,0,0,0,0,0,0,0.014925373134328346,0.03399492268636049,0,0,1,1,0,0,0,0,1,0
3231,1,0,0,0,0.19718309859154928,1,0,1,1,1,1,1,1,0,0.6587064676616915,0.14644011077775212,1,0,0,1,0,0,0,0,0,1
5568,1,0,1,0,0.6056338028169015,1,1,1,1,1,1,0,0,1,0.7646766169154228,0.46639164551119316,0,1,0,1,0,0,0,1,0,0
2413,0,0,1,1,0.08450704225352114,0,0,1,0,1,1,0,1,0,0.3124378109452736,0.03308908377567506,1,0,0,0,0,1,0,1,0,0
2598,1,0,0,0,0.08450704225352114,1,0,0,0,1,0,0,0,1,0.5661691542288557,0.05841218555273483,0,1,0,1,0,0,0,0,1,0
2616,0,0,1,1,0.07042253521126761,1,0,0,0,0,0,0,0,1,0.26218905472636816,0.027925225017309024,1,0,0,1,0,0,1,0,0,0
4684,0,0,0,0,0.9577464788732395,1,0,0,1,1,1,1,1,1,0.8537313432835821,0.8358181398569121,0,1,0,0,1,0,1,0,0,0
3145,1,0,0,0,0.04225352112676056,1,0,0,1,0,0,0,0,1,0.5810945273631841,0.03632587122086315,0,1,0,1,0,0,1,0,0,0
246,0,0,0,0,0.5633802816901409,1,1,0,0,1,0,0,1,0,0.46517412935323377,0.28998384491114704,1,0,0,0,1,0,0,0,0,1
1963,0,0,0,0,0.09859154929577466,1,0,0,0,0,0,0,0,0,0.5218905472636816,0.06168936072005539,0,1,0,1,0,0,1,0,0,0
4493,1,0,0,1,0.23943661971830985,1,1,0,0,0,0,0,0,0,0.07014925373134329,0.05029425340410801,0,0,1,0,0,1,0,1,0,0
1085,1,1,0,0,0.16901408450704225,1,0,0,0,1,0,0,0,1,0.5577114427860697,0.10634087237479807,0,1,0,1,0,0,0,0,1,0
3270,1,0,0,0,0.04225352112676056,1,1,0,0,0,1,1,1,1,0.8218905472636816,0.04390145395799677,0,1,0,1,0,0,0,0,0,1
4071,1,0,0,0,0.2112676056338028,0,0,1,0,0,0,1,0,1,0.20547263681592037,0.07449803831063928,1,0,0,1,0,0,0,0,1,0
1272,0,0,1,1,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.007760212324024925,0,0,1,1,0,0,0,0,0,1
4293,1,0,0,0,0.18309859154929578,1,0,0,0,0,0,1,1,1,0.7119402985074627,0.12812139395338104,0,1,0,1,0,0,0,0,0,1
650,1,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.5104477611940298,0.023482575582737135,0,1,0,1,0,0,1,0,0,0
3070,1,0,0,0,0.07042253521126761,0,0,1,1,0,1,0,1,0,0.32537313432835824,0.03332564043387953,1,0,0,1,0,0,0,1,0,0
2905,1,0,1,0,0.28169014084507044,1,0,0,0,1,1,0,0,0,0.6064676616915423,0.19889799215324258,0,1,0,0,1,0,0,0,1,0
2889,0,0,1,1,0.8028169014084507,0,0,1,1,1,0,1,0,0,0.31592039800995025,0.3347622894068774,1,0,0,0,1,0,0,0,0,1
740,1,0,0,0,0.647887323943662,1,1,1,0,1,1,0,0,1,0.46517412935323377,0.3301523194091853,1,0,0,0,0,1,0,0,0,1
2639,0,0,0,0,0.295774647887324,1,1,1,0,0,0,0,0,1,0.36019900497512436,0.12791945534271867,1,0,0,1,0,0,0,0,1,0
6204,0,0,0,0,0.16901408450704225,0,0,0,0,0,0,0,0,1,0.06865671641791044,0.03612393261020079,1,0,0,1,0,0,1,0,0,0
1542,1,0,0,0,0.6338028169014085,1,0,0,0,0,0,0,0,1,0.028358208955223896,0.10596584352642512,0,0,1,0,0,1,0,0,1,0
1896,0,0,0,0,0.5211267605633804,1,1,1,1,1,1,0,0,0,0.5144278606965175,0.3044945765058851,1,0,0,1,0,0,0,0,1,0
3918,0,0,1,1,0.26760563380281693,1,0,0,0,0,0,1,1,1,0.7159203980099502,0.20283291022386338,0,1,0,1,0,0,0,0,1,0
42,1,0,1,1,0.22535211267605634,1,0,0,0,0,0,0,0,0,0.02487562189054726,0.04609393030233095,0,0,1,0,1,0,0,0,0,1
1829,0,0,0,0,0.09859154929577466,1,1,0,0,0,0,0,0,1,0.56318407960199,0.06388760673897993,0,1,0,1,0,0,0,0,1,0
5544,0,0,1,0,0.8169014084507042,1,1,1,1,1,1,1,0,1,0.8805970149253731,0.7193745672744057,0,1,0,1,0,0,0,0,1,0
5761,1,0,1,1,0.6619718309859155,0,0,1,1,0,1,0,0,0,0.2104477611940298,0.22615393491807065,1,0,0,0,0,1,0,0,0,1
1795,1,0,1,0,0.25352112676056343,1,1,0,0,1,0,0,1,0,0.7104477611940299,0.2010443111008539,0,1,0,1,0,0,0,0,0,1
1428,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.3203980099502488,0.003652204015693515,1,0,0,1,0,0,0,0,1,0
5133,0,1,1,0,0.323943661971831,1,1,0,1,1,0,1,1,1,0.8557213930348259,0.27868682206323564,0,1,0,1,0,0,0,0,1,0
1456,1,0,1,0,0.2112676056338028,1,1,0,1,0,0,1,1,1,0.8134328358208955,0.17493076390491577,0,1,0,1,0,0,0,0,1,0
5173,0,0,1,1,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.2641791044776119,0.017407108239095314,1,0,0,1,0,0,0,0,1,0
4049,1,1,1,0,0.6338028169014085,1,1,0,0,0,1,1,1,0,0.8159203980099502,0.5463939533810294,0,1,0,0,1,0,0,0,1,0
1032,1,1,0,0,0.09859154929577466,1,0,0,0,1,0,1,1,1,0.7348258706467661,0.0820620816985922,0,1,0,1,0,0,0,0,1,0
1313,0,0,1,0,0.647887323943662,1,1,0,1,1,1,1,1,1,0.908457711442786,0.5891703207939073,0,1,0,1,0,0,0,0,1,0
1779,1,0,0,0,0.014084507042253521,1,0,1,1,0,0,1,0,1,0.7253731343283583,0.017274405723517194,0,1,0,1,0,0,0,0,1,0
281,1,0,0,0,0.1267605633802817,1,0,0,1,0,0,0,0,0,0.3278606965174129,0.05532540964689592,1,0,0,1,0,0,0,0,1,0
2505,1,0,1,1,0.46478873239436624,1,0,0,0,0,0,0,0,1,0.01840796019900498,0.07654050311562428,0,0,1,0,1,0,1,0,0,0
1551,0,0,0,0,0.295774647887324,1,1,0,0,0,0,0,0,0,0.06965174129353235,0.06320101546272791,0,0,1,0,0,1,0,0,0,1
6753,1,0,1,1,0.7746478873239437,1,1,1,1,0,0,0,1,0,0.5024875621890547,0.4381029309946919,1,0,0,0,1,0,1,0,0,0
